user_name,bid_no,name_of_work,category,ministry_and_department,quantity,emd,exemption,estimation_value,state,location,apply_mode,website_link,document_link,attachment_link,end_date
mahi,GEM/2025/B/6529309,XLPE Cable for Working Voltages up to and Including 1.1 KV as per IS 7098 (Part 1),,Ministry of Railways - Indian Railways,500,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8175878,https://bidplus.gem.gov.in/showbidDocument/8175878,16-08-2025 11:00:00
mahi,GEM/2025/B/6529296,XLPE Cable for Working Voltages up to and Including 1.1 KV as per IS 7098 (Part 1),,Ministry of Railways - Indian Railways,250,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8175864,https://bidplus.gem.gov.in/showbidDocument/8175864,16-08-2025 11:00:00
mahi,GEM/2025/B/6529284,XLPE Cable for Working Voltages up to and Including 1.1 KV as per IS 7098 (Part 1),,Ministry of Railways - Indian Railways,500,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8175852,https://bidplus.gem.gov.in/showbidDocument/8175852,16-08-2025 11:00:00
mahi,GEM/2025/B/6529276,XLPE Cable for Working Voltages up to and Including 1.1 KV as per IS 7098 (Part 1),,Ministry of Railways - Indian Railways,100,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8175844,https://bidplus.gem.gov.in/showbidDocument/8175844,16-08-2025 11:00:00
mahi,GEM/2025/B/6529269,XLPE Cable for Working Voltages up to and Including 1.1 KV as per IS 7098 (Part 1),,Ministry of Railways - Indian Railways,400,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8175837,https://bidplus.gem.gov.in/showbidDocument/8175837,16-08-2025 11:00:00
mahi,GEM/2025/B/6529254,XLPE Cable for Working Voltages up to and Including 1.1 KV as per IS 7098 (Part 1),,Ministry of Railways - Indian Railways,500,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8175822,https://bidplus.gem.gov.in/showbidDocument/8175822,16-08-2025 11:00:00
mahi,GEM/2025/B/6529245,XLPE Cable for Working Voltages up to and Including 1.1 KV as per IS 7098 (Part 1),,Ministry of Railways - Indian Railways,250,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8175812,https://bidplus.gem.gov.in/showbidDocument/8175812,16-08-2025 11:00:00
mahi,GEM/2025/B/6529226,XLPE Cable for Working Voltages up to and Including 1.1 KV as per IS 7098 (Part 1),,Ministry of Railways - Indian Railways,250,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8175793,https://bidplus.gem.gov.in/showbidDocument/8175793,16-08-2025 11:00:00
mahi,GEM/2025/B/6527635,"INSTRUMENTATION ITEMS XMX VALVE 33571831,INSTRUMENTATION ITEMS XMX VALVE 33571833,LINED PLUG VALVE ",,Ministry of Petroleum and Natural Gas - NA,17,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8174016,https://bidplus.gem.gov.in/showbidDocument/8174016,16-08-2025 10:00:00
mahi,GEM/2025/B/6501901,Dslr / Compact / Handheld Camcorder Or Video Cameras (V2),,Ministry of Defence - Department of Defence,1,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8144854,https://bidplus.gem.gov.in/showbidDocument/8144854,16-08-2025 11:00:00
